tgn_uri,pleiades_uri,tgn_label,tgn_parentstring
http://vocab.getty.edu/tgn/7002261,http://pleiades.stoa.org/places/678106,Demetrias,"Dimashq, Sūrīyah, Asia, World"
http://vocab.getty.edu/tgn/7002262,http://pleiades.stoa.org/places/658613,Telanissos,"Ḩalab, Sūrīyah, Asia, World"
http://vocab.getty.edu/tgn/7002264,http://pleiades.stoa.org/places/668261,Ḥimṣ,"Ḩimş, Sūrīyah, Asia, World"
http://vocab.getty.edu/tgn/7002270,http://pleiades.stoa.org/places/893990,Dura,"Dayr az Zawr, Sūrīyah, Asia, World"
http://vocab.getty.edu/tgn/7002276,http://pleiades.stoa.org/places/668182,Ḥamāh,"Ḩamāh, Sūrīyah, Asia, World"
http://vocab.getty.edu/tgn/7002278,http://pleiades.stoa.org/places/59885,Kābul,"Kābul, Afghānestān, Asia, World"
http://vocab.getty.edu/tgn/7002280,http://pleiades.stoa.org/places/668290,Laodicea,"Al Lādhiqīyah, Sūrīyah, Asia, World"
http://vocab.getty.edu/tgn/7002302,http://pleiades.stoa.org/places/678082,Qanawat,"As Suwaydā', Sūrīyah, Asia, World"
http://vocab.getty.edu/tgn/7002304,http://pleiades.stoa.org/places/668295,Ugarit,"Al Lādhiqīyah, Sūrīyah, Asia, World"
http://vocab.getty.edu/tgn/7002314,http://pleiades.stoa.org/places/668394,Tripolis,"Liban-Nord, Lubnān, Asia, World"
http://vocab.getty.edu/tgn/7002315,http://pleiades.stoa.org/places/648548,Adana,"Adana, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002317,http://pleiades.stoa.org/places/501428,Edirne,"Edirne, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002318,http://pleiades.stoa.org/places/501337,Ainos,"Edirne, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002320,http://pleiades.stoa.org/places/609501,Akşehir,"Konya, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002325,http://pleiades.stoa.org/places/638933,Coracesium,"Antalya, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002326,http://pleiades.stoa.org/places/658371,İskenderun,"Hatay, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002329,http://pleiades.stoa.org/places/550595,Ilium,"Çanakkale, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002336,http://pleiades.stoa.org/places/707519,Dali,"Lefkosía, Kypriakí Dimokratía, Asia, World"
http://vocab.getty.edu/tgn/7002337,http://pleiades.stoa.org/places/857018,Amasya,"Amasya, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002338,http://pleiades.stoa.org/places/874298,Diyarbakır,"Diyarbakır, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002339,http://pleiades.stoa.org/places/857024,Sams,"Samsun, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002340,http://pleiades.stoa.org/places/707617,Salamis,"Ammóchostos, Kypriakí Dimokratía, Asia, World"
http://vocab.getty.edu/tgn/7002341,http://pleiades.stoa.org/places/707596,Kouklia,"Páfos, Kypriakí Dimokratía, Asia, World"
http://vocab.getty.edu/tgn/7002342,http://pleiades.stoa.org/places/707483,Marion,"Páfos, Kypriakí Dimokratía, Asia, World"
http://vocab.getty.edu/tgn/7002342,http://pleiades.stoa.org/places/707574,Marion,"Páfos, Kypriakí Dimokratía, Asia, World"
http://vocab.getty.edu/tgn/7002345,http://pleiades.stoa.org/places/707558,Lefkosía,"Lefkosía, Kypriakí Dimokratía, Asia, World"
http://vocab.getty.edu/tgn/7002346,http://pleiades.stoa.org/places/658378,Ağaçlı,"Adana, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002349,http://pleiades.stoa.org/places/619103,Angora,"Ankara, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002354,http://pleiades.stoa.org/places/658381,Hatay,"Hatay, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002359,http://pleiades.stoa.org/places/599987,Aydin,"Aydın, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002369,http://pleiades.stoa.org/places/599664,İasos,"Muğla, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002370,http://pleiades.stoa.org/places/599747,Leina,"Muğla, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002371,http://pleiades.stoa.org/places/599809,Melas,"Muğla, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002375,http://pleiades.stoa.org/places/550463,Behramkale,"Çanakkale, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002376,http://pleiades.stoa.org/places/511337,Kocaeli,"Kocaeli, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002378,http://pleiades.stoa.org/places/638778,Attalia,"Antalya, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002383,http://pleiades.stoa.org/places/697725,Petra,"Maʻān, Al Urdun, Asia, World"
http://vocab.getty.edu/tgn/7002385,http://pleiades.stoa.org/places/648596,Aydıncık,"Mersin, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002386,http://pleiades.stoa.org/places/599799,Miletus,"Aydın, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002391,http://pleiades.stoa.org/places/746700,Al-ʻAqabah,"Al ‘Aqabah, Al Urdun, Asia, World"
http://vocab.getty.edu/tgn/7002392,http://pleiades.stoa.org/places/697728,Philadelphia,"‘Ammān, Al Urdun, Asia, World"
http://vocab.getty.edu/tgn/7002394,http://pleiades.stoa.org/places/511218,Belkis,"Balıkesir, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002400,http://pleiades.stoa.org/places/874438,Bitlis,"Bitlis, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002401,http://pleiades.stoa.org/places/283602441,Boğazkale,"Çorum, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002403,http://pleiades.stoa.org/places/678028,Arbela,"Irbid, Al Urdun, Asia, World"
http://vocab.getty.edu/tgn/7002404,http://pleiades.stoa.org/places/678158,Jarash,"Jarash, Al Urdun, Asia, World"
http://vocab.getty.edu/tgn/7002411,http://pleiades.stoa.org/places/697701,Mādabā,"Mādabā, Al Urdun, Asia, World"
http://vocab.getty.edu/tgn/7002412,http://pleiades.stoa.org/places/844879,Boli,"Bolu, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002416,http://pleiades.stoa.org/places/648801,Dana,"Niğde, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002419,http://pleiades.stoa.org/places/639070,Burdur,"Burdur, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002420,http://pleiades.stoa.org/places/511384,Brusa,"Bursa, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002465,http://pleiades.stoa.org/places/629035,Kayseri,"Kayseri, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002467,http://pleiades.stoa.org/places/658427,Harran,"Şanlıurfa, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002469,http://pleiades.stoa.org/places/520988,Kadıköy,"İstanbul, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002471,http://pleiades.stoa.org/places/874609,Al-Mawṣil,"Nīnawá, Al-ʻIrāq, Asia, World"
http://vocab.getty.edu/tgn/7002473,http://pleiades.stoa.org/places/520985,Konstantinopel,"İstanbul, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002473,http://pleiades.stoa.org/places/520998,Konstantinopel,"İstanbul, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002478,http://pleiades.stoa.org/places/893941,Kirkūk,"Kirkūk, Al-ʻIrāq, Asia, World"
http://vocab.getty.edu/tgn/7002480,http://pleiades.stoa.org/places/894082,Sāmarrā',"Şalāḩ ad Dīn, Al-ʻIrāq, Asia, World"
http://vocab.getty.edu/tgn/7002482,http://pleiades.stoa.org/places/893952,Bagdad,"Baghdād, Al-ʻIrāq, Asia, World"
http://vocab.getty.edu/tgn/7002485,http://pleiades.stoa.org/places/912985,Ur,"Dhī Qār, Al-ʻIrāq, Asia, World"
http://vocab.getty.edu/tgn/7002487,http://pleiades.stoa.org/places/658450,İsmailli,"Hatay, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002492,http://pleiades.stoa.org/places/638955,Goncalı,"Denizli, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002494,http://pleiades.stoa.org/places/599593,Didim,"Aydın, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002496,http://pleiades.stoa.org/places/609367,Eskişehir,"Eskişehir, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002497,http://pleiades.stoa.org/places/658457,Şanlıurfa,"Şanlıurfa, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002499,http://pleiades.stoa.org/places/599612,Ephesus,"İzmir, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002502,http://pleiades.stoa.org/places/874467,Erzincan,"Erzincan, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002503,http://pleiades.stoa.org/places/599616,Euromos,"Muğla, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002507,http://pleiades.stoa.org/places/222205,Kallísti,"Kikládhes, Nísoi Aiyaíou, Ellás, Europe, World"
http://vocab.getty.edu/tgn/7002507,http://pleiades.stoa.org/places/599971,Kallísti,"Kikládhes, Nísoi Aiyaíou, Ellás, Europe, World"
http://vocab.getty.edu/tgn/7002507,http://pleiades.stoa.org/places/599973,Kallísti,"Kikládhes, Nísoi Aiyaíou, Ellás, Europe, World"
http://vocab.getty.edu/tgn/7002507,http://pleiades.stoa.org/places/808255902,Kallísti,"Kikládhes, Nísoi Aiyaíou, Ellás, Europe, World"
http://vocab.getty.edu/tgn/7002508,http://pleiades.stoa.org/places/639137,Fethiye,"Muğla, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002510,http://pleiades.stoa.org/places/550500,Gülpınar,"Çanakkale, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002510,http://pleiades.stoa.org/places/550892,Gülpınar,"Çanakkale, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002515,http://pleiades.stoa.org/places/609538,Suhut,"Afyonkarahisar, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002520,http://pleiades.stoa.org/places/501450,Gallipolis,"Çanakkale, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002521,http://pleiades.stoa.org/places/844926,Çankırı,"Çankırı, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002528,http://pleiades.stoa.org/places/609393,Gordium,"Ankara, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002539,http://pleiades.stoa.org/places/648647,Iconium,"Konya, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002542,http://pleiades.stoa.org/places/658490,Issus,"Hatay, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002543,http://pleiades.stoa.org/places/550771,Izmir,"İzmir, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002543,http://pleiades.stoa.org/places/550893,Izmir,"İzmir, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002546,http://pleiades.stoa.org/places/609444,Kütahya,"Kütahya, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002547,http://pleiades.stoa.org/places/638749,Kaş,"Antalya, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002549,http://pleiades.stoa.org/places/658569,Kadirli,"Osmaniye, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002550,http://pleiades.stoa.org/places/648693,Landa,"Karaman, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002555,http://pleiades.stoa.org/places/844974,Kastamonu,"Kastamonu, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002556,http://pleiades.stoa.org/places/639042,Patara,"Antalya, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002579,http://pleiades.stoa.org/places/501570,Lâpseki,"Çanakkale, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002589,http://pleiades.stoa.org/places/874341,Irbīl,"Arbīl, Al-ʻIrāq, Asia, World"
http://vocab.getty.edu/tgn/7002592,http://pleiades.stoa.org/places/629040,Malatya,"Malatya, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002593,http://pleiades.stoa.org/places/894019,Nimrod,"Nīnawá, Al-ʻIrāq, Asia, World"
http://vocab.getty.edu/tgn/7002596,http://pleiades.stoa.org/places/874588,Merida,"Mardin, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002598,http://pleiades.stoa.org/places/511378,Prokónnisos,"Balıkesir, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002598,http://pleiades.stoa.org/places/511379,Prokónnisos,"Balıkesir, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002600,http://pleiades.stoa.org/places/894004,Al-Ḥaḍr,"Nīnawá, Al-ʻIrāq, Asia, World"
http://vocab.getty.edu/tgn/7002604,http://pleiades.stoa.org/places/648723,Mut,"Mersin, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002605,http://pleiades.stoa.org/places/874623,Nusaybin,"Mardin, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002606,http://pleiades.stoa.org/places/599578,Notium,"İzmir, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002612,http://pleiades.stoa.org/places/639051,Phaselis,"Antalya, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002615,http://pleiades.stoa.org/places/550867,Sardis,"Manisa, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002617,http://pleiades.stoa.org/places/648593,Silifke,"Mersin, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002620,http://pleiades.stoa.org/places/857321,Sinop,"Sinop, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002621,http://pleiades.stoa.org/places/629075,Sivas,"Sivas, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002622,http://pleiades.stoa.org/places/599832,Nysa,"Aydın, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002623,http://pleiades.stoa.org/places/648789,Tarsus,"Mersin, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002626,http://pleiades.stoa.org/places/893951,Babylonian,"Bābil, Al-ʻIrāq, Asia, World"
http://vocab.getty.edu/tgn/7002627,http://pleiades.stoa.org/places/550924,Thyatira,"Manisa, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002631,http://pleiades.stoa.org/places/857359,Trabzon,"Trabzon, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002633,http://pleiades.stoa.org/places/639166,Kınık,"Antalya, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002633,http://pleiades.stoa.org/places/639167,Kınık,"Antalya, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002634,http://pleiades.stoa.org/places/658538,Yakapınar,"Adana, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002635,http://pleiades.stoa.org/places/857382,Zela,"Tokat, Türkiye, Asia, World"
http://vocab.getty.edu/tgn/7002670,http://pleiades.stoa.org/places/550497,Khíos,"Khíos, Nísoi Aiyaíou, Ellás, Europe, World"
http://vocab.getty.edu/tgn/7002673,http://pleiades.stoa.org/places/599926,Samos,"Sámos, Nísoi Aiyaíou, Ellás, Europe, World"
http://vocab.getty.edu/tgn/7002706,http://pleiades.stoa.org/places/530794,Árta,"Ípiros, Ellás, Europe, World"
http://vocab.getty.edu/tgn/7002710,http://pleiades.stoa.org/places/530826,Kefallinía,"Kefallinía, Iónioi Nísoi, Ellás, Europe, World"
http://vocab.getty.edu/tgn/7002711,http://pleiades.stoa.org/places/530835,Kérkira,"Iónioi Nísoi, Ellás, Europe, World"
http://vocab.getty.edu/tgn/7002712,http://pleiades.stoa.org/places/530975,Lefkás,"Levkás, Iónioi Nísoi, Ellás, Europe, World"
http://vocab.getty.edu/tgn/7002722,http://pleiades.stoa.org/places/501365,Athos,"Pangaíon Óros, Makedhonía, Ellás, Europe, World"
http://vocab.getty.edu/tgn/7002733,http://pleiades.stoa.org/places/570028,Achaḯa,"Pelopónnisos, Ellás, Europe, World"
http://vocab.getty.edu/tgn/7002735,http://pleiades.stoa.org/places/570102,Arcadia,"Pelopónnisos, Ellás, Europe, World"
http://vocab.getty.edu/tgn/7002793,http://pleiades.stoa.org/places/266090,Valencia,"España, Europe, World"
http://vocab.getty.edu/tgn/7002829,http://pleiades.stoa.org/places/236525,Lugo,"Galicia, España, Europe, World"
http://vocab.getty.edu/tgn/7002847,http://pleiades.stoa.org/places/266066,Toledo,"Castilla-La Mancha, España, Europe, World"
http://vocab.getty.edu/tgn/7002856,http://pleiades.stoa.org/places/678179,Baalbek,"Baalbek-Hermel, Lubnān, Asia, World"
http://vocab.getty.edu/tgn/7002857,http://pleiades.stoa.org/places/678060,Bayrūt,"Beyrouth, Lubnān, Asia, World"
http://vocab.getty.edu/tgn/7002861,http://pleiades.stoa.org/places/678393,Saïda,"Liban-Sud, Lubnān, Asia, World"
http://vocab.getty.edu/tgn/7002862,http://pleiades.stoa.org/places/678437,Tyr,"Liban-Sud, Lubnān, Asia, World"
http://vocab.getty.edu/tgn/7002980,http://pleiades.stoa.org/places/109126,Paris,"Île-de-France, France, Europe, World"
http://vocab.getty.edu/tgn/7003001,http://pleiades.stoa.org/places/413179,Teramo,"Abruzzi, Italia, Europe, World"
http://vocab.getty.edu/tgn/7003007,http://pleiades.stoa.org/places/383816,Verona,"Veneto, Italia, Europe, World"
http://vocab.getty.edu/tgn/7003015,http://pleiades.stoa.org/places/433075,Salerno,"Salerno, Campania, Italia, Europe, World"
http://vocab.getty.edu/tgn/7003030,http://pleiades.stoa.org/places/128460,Vienna,"Österreich, Europe, World"
http://vocab.getty.edu/tgn/7003030,http://pleiades.stoa.org/places/128537,Vienna,"Österreich, Europe, World"
http://vocab.getty.edu/tgn/7003070,http://pleiades.stoa.org/places/393382,Este,"Padova, Veneto, Italia, Europe, World"
http://vocab.getty.edu/tgn/7003085,http://pleiades.stoa.org/places/393473,Paduan,"Padova, Veneto, Italia, Europe, World"
http://vocab.getty.edu/tgn/7003116,http://pleiades.stoa.org/places/187325,Bregenz,"Vorarlberg, Österreich, Europe, World"
http://vocab.getty.edu/tgn/7003119,http://pleiades.stoa.org/places/187350,Feldkirch,"Vorarlberg, Österreich, Europe, World"
http://vocab.getty.edu/tgn/7003121,http://pleiades.stoa.org/places/472014,Sardegnian,"Italia, Europe, World"
http://vocab.getty.edu/tgn/7003127,http://pleiades.stoa.org/places/393421,Bologna,"Emilia-Romagna, Italia, Europe, World"
http://vocab.getty.edu/tgn/7003151,http://pleiades.stoa.org/places/383798,Pavia,"Lombardia, Italia, Europe, World"
http://vocab.getty.edu/tgn/7003162,http://pleiades.stoa.org/places/413032,Arezzo,"Toscana, Italia, Europe, World"
http://vocab.getty.edu/tgn/7003183,http://pleiades.stoa.org/places/128355,Baden,"Niederösterreich, Österreich, Europe, World"
http://vocab.getty.edu/tgn/7003193,http://pleiades.stoa.org/places/118857,Melk,"Niederösterreich, Österreich, Europe, World"
http://vocab.getty.edu/tgn/7003199,http://pleiades.stoa.org/places/118803,Linz,"Oberösterreich, Österreich, Europe, World"
http://vocab.getty.edu/tgn/7003204,http://pleiades.stoa.org/places/393513,Vicenza,"Vicenza, Veneto, Italia, Europe, World"
http://vocab.getty.edu/tgn/7003232,http://pleiades.stoa.org/places/187537,Villach,"Kärnten, Österreich, Europe, World"
http://vocab.getty.edu/tgn/7003249,http://pleiades.stoa.org/places/187608,Innsbruck,"Tirol, Österreich, Europe, World"
http://vocab.getty.edu/tgn/7003255,http://pleiades.stoa.org/places/187581,Zirl,"Tirol, Österreich, Europe, World"
http://vocab.getty.edu/tgn/7003256,http://pleiades.stoa.org/places/187432,Salzburg,"Salzburg, Österreich, Europe, World"
http://vocab.getty.edu/tgn/7003262,http://pleiades.stoa.org/places/383816,Veronese,"Verona, Veneto, Italia, Europe, World"
http://vocab.getty.edu/tgn/7003295,http://pleiades.stoa.org/places/118802,Enns,"Oberösterreich, Österreich, Europe, World"
http://vocab.getty.edu/tgn/7003297,http://pleiades.stoa.org/places/393503,Treviso,"Treviso, Veneto, Italia, Europe, World"
http://vocab.getty.edu/tgn/7003301,http://pleiades.stoa.org/places/393459,Oderzo,"Treviso, Veneto, Italia, Europe, World"
http://vocab.getty.edu/tgn/7003304,http://pleiades.stoa.org/places/393357,Asolo,"Treviso, Veneto, Italia, Europe, World"
http://vocab.getty.edu/tgn/7003318,http://pleiades.stoa.org/places/128384,Petronell,"Niederösterreich, Österreich, Europe, World"
http://vocab.getty.edu/tgn/7003318,http://pleiades.stoa.org/places/128488,Petronell,"Niederösterreich, Österreich, Europe, World"
http://vocab.getty.edu/tgn/7003321,http://pleiades.stoa.org/places/128460,Viennese,"Wien, Österreich, Europe, World"
http://vocab.getty.edu/tgn/7003321,http://pleiades.stoa.org/places/128537,Viennese,"Wien, Österreich, Europe, World"
http://vocab.getty.edu/tgn/7003325,http://pleiades.stoa.org/places/187311,Belluno,"Belluno, Veneto, Italia, Europe, World"
http://vocab.getty.edu/tgn/7003331,http://pleiades.stoa.org/places/187377,Feltre,"Belluno, Veneto, Italia, Europe, World"
http://vocab.getty.edu/tgn/7003506,http://pleiades.stoa.org/places/472024,Sulcis,"Sant'Antioco, Cagliari, Sardegna, Italia, Europe, World"
http://vocab.getty.edu/tgn/7003516,http://pleiades.stoa.org/places/723394918,Arborea,"Oristano, Sardegna, Italia, Europe, World"
http://vocab.getty.edu/tgn/7003518,http://pleiades.stoa.org/places/472032,Thasos,"Oristano, Sardegna, Italia, Europe, World"
http://vocab.getty.edu/tgn/7003532,http://pleiades.stoa.org/places/471895,Bosa,"Nuoro, Sardegna, Italia, Europe, World"
http://vocab.getty.edu/tgn/7003738,http://pleiades.stoa.org/places/471967,Macomer,"Nuoro, Sardegna, Italia, Europe, World"
http://vocab.getty.edu/tgn/7003746,http://pleiades.stoa.org/places/177528,Geneva,"Schweiz, Europe, World"
http://vocab.getty.edu/tgn/7003787,http://pleiades.stoa.org/places/462126,Camarina,"Ragusa, Sicilia, Italia, Europe, World"
http://vocab.getty.edu/tgn/7003792,http://pleiades.stoa.org/places/462388,Noto,"Siracusa, Sicilia, Italia, Europe, World"
http://vocab.getty.edu/tgn/7003793,http://pleiades.stoa.org/places/221972,Acre,"Siracusa, Sicilia, Italia, Europe, World"
http://vocab.getty.edu/tgn/7003793,http://pleiades.stoa.org/places/462068,Acre,"Siracusa, Sicilia, Italia, Europe, World"
http://vocab.getty.edu/tgn/7003794,http://pleiades.stoa.org/places/462503,Siracusa,"Siracusa, Sicilia, Italia, Europe, World"
http://vocab.getty.edu/tgn/7003800,http://pleiades.stoa.org/places/462279,Lentini,"Siracusa, Sicilia, Italia, Europe, World"
http://vocab.getty.edu/tgn/7003803,http://pleiades.stoa.org/places/462214,Gela,"Caltanissetta, Sicilia, Italia, Europe, World"
http://vocab.getty.edu/tgn/7003808,http://pleiades.stoa.org/places/462086,Agrigento,"Agrigento, Sicilia, Italia, Europe, World"
http://vocab.getty.edu/tgn/7003847,http://pleiades.stoa.org/places/433010,Punicum,"Roma, Lazio, Italia, Europe, World"
http://vocab.getty.edu/tgn/7003848,http://pleiades.stoa.org/places/462489,Selinunte,"Trapani, Sicilia, Italia, Europe, World"
http://vocab.getty.edu/tgn/7003849,http://pleiades.stoa.org/places/462187,Trapani,"Trapani, Sicilia, Italia, Europe, World"
http://vocab.getty.edu/tgn/7003850,http://pleiades.stoa.org/places/462281,Marsala,"Trapani, Sicilia, Italia, Europe, World"
http://vocab.getty.edu/tgn/7003856,http://pleiades.stoa.org/places/462487,Segeste,"Trapani, Sicilia, Italia, Europe, World"
http://vocab.getty.edu/tgn/7003860,http://pleiades.stoa.org/places/465884,Grammichele,"Catania, Sicilia, Italia, Europe, World"
http://vocab.getty.edu/tgn/7003864,http://pleiades.stoa.org/places/442796,Silitum,"Bari, Puglia, Italia, Europe, World"
http://vocab.getty.edu/tgn/7003870,http://pleiades.stoa.org/places/29652,Makkah,"Makkah al Mukarramah, As Suʻūdīyyah, Asia, World"
http://vocab.getty.edu/tgn/7003872,http://pleiades.stoa.org/places/462074,Adrano,"Catania, Sicilia, Italia, Europe, World"
http://vocab.getty.edu/tgn/7003881,http://pleiades.stoa.org/places/39269,Aden,"ʻAdan, Al Yaman, Asia, World"
http://vocab.getty.edu/tgn/7003897,http://pleiades.stoa.org/places/462538,Messina,"Messina, Sicilia, Italia, Europe, World"
http://vocab.getty.edu/tgn/7003899,http://pleiades.stoa.org/places/462123,Caronia,"Messina, Sicilia, Italia, Europe, World"
http://vocab.getty.edu/tgn/7003900,http://pleiades.stoa.org/places/462153,Centuripe,"Enna, Sicilia, Italia, Europe, World"
http://vocab.getty.edu/tgn/7003902,http://pleiades.stoa.org/places/462506,Taormina,"Messina, Sicilia, Italia, Europe, World"
http://vocab.getty.edu/tgn/7003904,http://pleiades.stoa.org/places/462379,Milazzo,"Messina, Sicilia, Italia, Europe, World"
http://vocab.getty.edu/tgn/7003905,http://pleiades.stoa.org/places/462093,Mistretta,"Messina, Sicilia, Italia, Europe, World"
http://vocab.getty.edu/tgn/7003906,http://pleiades.stoa.org/places/462225,Tusa,"Messina, Sicilia, Italia, Europe, World"
http://vocab.getty.edu/tgn/7003907,http://pleiades.stoa.org/places/462527,Tindari,"Messina, Sicilia, Italia, Europe, World"
http://vocab.getty.edu/tgn/7003909,http://pleiades.stoa.org/places/462386,Naxos,"Messina, Sicilia, Italia, Europe, World"
http://vocab.getty.edu/tgn/7003912,http://pleiades.stoa.org/places/462283,Lipari,"Lipari, Isola, Eolie, Isole, Messina, Sicilia, Italia, Europe, World"
http://vocab.getty.edu/tgn/7003912,http://pleiades.stoa.org/places/462284,Lipari,"Lipari, Isola, Eolie, Isole, Messina, Sicilia, Italia, Europe, World"
http://vocab.getty.edu/tgn/7003916,http://pleiades.stoa.org/places/462236,Enna,"Enna, Sicilia, Italia, Europe, World"
http://vocab.getty.edu/tgn/7003925,http://pleiades.stoa.org/places/462372,Morgantina,"Enna, Sicilia, Italia, Europe, World"
http://vocab.getty.edu/tgn/7003928,http://pleiades.stoa.org/places/462410,Palermo,"Palermo, Sicilia, Italia, Europe, World"
http://vocab.getty.edu/tgn/7003931,http://pleiades.stoa.org/places/462154,Cefalù,"Palermo, Sicilia, Italia, Europe, World"
http://vocab.getty.edu/tgn/7003934,http://pleiades.stoa.org/places/207304,Cluj-Napoca,"Cluj, România, Europe, World"
http://vocab.getty.edu/tgn/7003947,http://pleiades.stoa.org/places/462270,Catania,"Catania, Sicilia, Italia, Europe, World"
http://vocab.getty.edu/tgn/7003948,http://pleiades.stoa.org/places/462201,Erice,"Trapani, Sicilia, Italia, Europe, World"
http://vocab.getty.edu/tgn/7003980,http://pleiades.stoa.org/places/413014,Ancona,"Ancona, Marche, Italia, Europe, World"
http://vocab.getty.edu/tgn/7003987,http://pleiades.stoa.org/places/413129,Fano,"Pesaro e Urbino, Marche, Italia, Europe, World"
http://vocab.getty.edu/tgn/7003991,http://pleiades.stoa.org/places/413256,Pesaro,"Pesaro e Urbino, Marche, Italia, Europe, World"
http://vocab.getty.edu/tgn/7004002,http://pleiades.stoa.org/places/413002,Jesi,"Ancona, Marche, Italia, Europe, World"
http://vocab.getty.edu/tgn/7004002,http://pleiades.stoa.org/places/413003,Jesi,"Ancona, Marche, Italia, Europe, World"
http://vocab.getty.edu/tgn/7004005,http://pleiades.stoa.org/places/413228,Numana,"Ancona, Marche, Italia, Europe, World"
http://vocab.getty.edu/tgn/7004008,http://pleiades.stoa.org/places/413310,Senigallia,"Ancona, Marche, Italia, Europe, World"
