tgn_uri,pleiades_uri,tgn_label,tgn_parentstring
http://vocab.getty.edu/tgn/7008008,http://pleiades.stoa.org/places/109059,Meaux,"Île-de-France, France, Europe, World"
http://vocab.getty.edu/tgn/7008014,http://pleiades.stoa.org/places/109379,Tienen,"Vlaams-Brabant, Vlaams Gewest, België, Europe, World"
http://vocab.getty.edu/tgn/7008015,http://pleiades.stoa.org/places/108765,Tongeren,"Limburg, Vlaams Gewest, België, Europe, World"
http://vocab.getty.edu/tgn/7008038,http://pleiades.stoa.org/places/109126,Paris,"Île-de-France, France, Europe, World"
http://vocab.getty.edu/tgn/7008132,http://pleiades.stoa.org/places/79394,Glos,"England, United Kingdom, Europe, World"
http://vocab.getty.edu/tgn/7008155,http://pleiades.stoa.org/places/79651,Leicester,"England, United Kingdom, Europe, World"
http://vocab.getty.edu/tgn/7008161,http://pleiades.stoa.org/places/138248,Bordeaux,"Aquitaine, France, Europe, World"
http://vocab.getty.edu/tgn/7008163,http://pleiades.stoa.org/places/138650,Périgueux,"Aquitaine, France, Europe, World"
http://vocab.getty.edu/tgn/7008181,http://pleiades.stoa.org/places/246173,Dax,"Aquitaine, France, Europe, World"
http://vocab.getty.edu/tgn/7008189,http://pleiades.stoa.org/places/138169,Agen,"Aquitaine, France, Europe, World"
http://vocab.getty.edu/tgn/7008192,http://pleiades.stoa.org/places/246461,Bayonne,"Aquitaine, France, Europe, World"
http://vocab.getty.edu/tgn/7008193,http://pleiades.stoa.org/places/138368,Gannat,"Auvergne, France, Europe, World"
http://vocab.getty.edu/tgn/7008202,http://pleiades.stoa.org/places/138202,Clermont,"Auvergne, France, Europe, World"
http://vocab.getty.edu/tgn/7008205,http://pleiades.stoa.org/places/167646,Anicio,"Auvergne, France, Europe, World"
http://vocab.getty.edu/tgn/7008207,http://pleiades.stoa.org/places/69518,Avranches,"Basse-Normandie, France, Europe, World"
http://vocab.getty.edu/tgn/7008208,http://pleiades.stoa.org/places/69471,Bayeux,"Basse-Normandie, France, Europe, World"
http://vocab.getty.edu/tgn/7008212,http://pleiades.stoa.org/places/69540,Lisieux,"Basse-Normandie, France, Europe, World"
http://vocab.getty.edu/tgn/7008215,http://pleiades.stoa.org/places/69494,Coutances,"Basse-Normandie, France, Europe, World"
http://vocab.getty.edu/tgn/7008224,http://pleiades.stoa.org/places/177489,Dijon,"Bourgogne, France, Europe, World"
http://vocab.getty.edu/tgn/7008228,http://pleiades.stoa.org/places/256503,Osuna,"Sevilla, Andalucía, España, Europe, World"
http://vocab.getty.edu/tgn/7008232,http://pleiades.stoa.org/places/265998,Palma,"Illes Balears, Islas Baleares, Comunidad Autónoma de las, España, Europe, World"
http://vocab.getty.edu/tgn/7008233,http://pleiades.stoa.org/places/246567,Pamplona,"Navarra, Comunidad Foral de Navarra, España, Europe, World"
http://vocab.getty.edu/tgn/7008237,http://pleiades.stoa.org/places/177460,Autun,"Bourgogne, France, Europe, World"
http://vocab.getty.edu/tgn/7008240,http://pleiades.stoa.org/places/138495,Nevers,"Bourgogne, France, Europe, World"
http://vocab.getty.edu/tgn/7008242,http://pleiades.stoa.org/places/177485,Chalon-sur-Saône,"Bourgogne, France, Europe, World"
http://vocab.getty.edu/tgn/7008244,http://pleiades.stoa.org/places/177577,Mâcon,"Bourgogne, France, Europe, World"
http://vocab.getty.edu/tgn/7008247,http://pleiades.stoa.org/places/177427,Avallon,"Bourgogne, France, Europe, World"
http://vocab.getty.edu/tgn/7008255,http://pleiades.stoa.org/places/108729,Sens,"Bourgogne, France, Europe, World"
http://vocab.getty.edu/tgn/7008263,http://pleiades.stoa.org/places/69491,Rennes,"Bretagne, France, Europe, World"
http://vocab.getty.edu/tgn/7008267,http://pleiades.stoa.org/places/108778,Chartres,"Centre, France, Europe, World"
http://vocab.getty.edu/tgn/7008281,http://pleiades.stoa.org/places/138256,Chinon,"Centre, France, Europe, World"
http://vocab.getty.edu/tgn/7008294,http://pleiades.stoa.org/places/432830,Ferentino,"Frosinone, Lazio, Italia, Europe, World"
http://vocab.getty.edu/tgn/7008298,http://pleiades.stoa.org/places/462168,Pantelleria,"Trapani, Sicilia, Italia, Europe, World"
http://vocab.getty.edu/tgn/7008299,http://pleiades.stoa.org/places/452333,Eraclea,"Matera, Basilicata, Italia, Europe, World"
http://vocab.getty.edu/tgn/7008301,http://pleiades.stoa.org/places/393436,Adria,"Rovigo, Veneto, Italia, Europe, World"
http://vocab.getty.edu/tgn/7008303,http://pleiades.stoa.org/places/462244,Imera,"Palermo, Sicilia, Italia, Europe, World"
http://vocab.getty.edu/tgn/7008307,http://pleiades.stoa.org/places/422987,Norma,"Latina, Lazio, Italia, Europe, World"
http://vocab.getty.edu/tgn/7008308,http://pleiades.stoa.org/places/433061,Pyrgi,"Roma, Lazio, Italia, Europe, World"
http://vocab.getty.edu/tgn/7008310,http://pleiades.stoa.org/places/413062,Capena,"Roma, Lazio, Italia, Europe, World"
http://vocab.getty.edu/tgn/7008311,http://pleiades.stoa.org/places/442573,Egnazia,"Brindisi, Puglia, Italia, Europe, World"
http://vocab.getty.edu/tgn/7008314,http://pleiades.stoa.org/places/452488,Elea,"Salerno, Campania, Italia, Europe, World"
http://vocab.getty.edu/tgn/7008315,http://pleiades.stoa.org/places/462283,Eolie,"Messina, Sicilia, Italia, Europe, World"
http://vocab.getty.edu/tgn/7008315,http://pleiades.stoa.org/places/462284,Eolie,"Messina, Sicilia, Italia, Europe, World"
http://vocab.getty.edu/tgn/7008323,http://pleiades.stoa.org/places/138255,Tours,"Centre, France, Europe, World"
http://vocab.getty.edu/tgn/7008329,http://pleiades.stoa.org/places/138661,Vendôme,"Centre, France, Europe, World"
http://vocab.getty.edu/tgn/7008337,http://pleiades.stoa.org/places/138281,Orleans,"Centre, France, Europe, World"
http://vocab.getty.edu/tgn/7008339,http://pleiades.stoa.org/places/108944,Châlons-sur-Champagne,"Champagne-Ardenne, France, Europe, World"
http://vocab.getty.edu/tgn/7008343,http://pleiades.stoa.org/places/177441,Langres,"Champagne-Ardenne, France, Europe, World"
http://vocab.getty.edu/tgn/7008343,http://pleiades.stoa.org/places/177564,Langres,"Champagne-Ardenne, France, Europe, World"
http://vocab.getty.edu/tgn/7008350,http://pleiades.stoa.org/places/108775,Troyes,"Champagne-Ardenne, France, Europe, World"
http://vocab.getty.edu/tgn/7008356,http://pleiades.stoa.org/places/177657,Besançon,"Franche-Comté, France, Europe, World"
http://vocab.getty.edu/tgn/7008368,http://pleiades.stoa.org/places/246347,Narbonne,"Languedoc-Roussillon, France, Europe, World"
http://vocab.getty.edu/tgn/7008370,http://pleiades.stoa.org/places/148223,Beaucaire,"Languedoc-Roussillon, France, Europe, World"
http://vocab.getty.edu/tgn/7008371,http://pleiades.stoa.org/places/148142,Nismes,"Languedoc-Roussillon, France, Europe, World"
http://vocab.getty.edu/tgn/7008374,http://pleiades.stoa.org/places/148222,Uzès,"Languedoc-Roussillon, France, Europe, World"
http://vocab.getty.edu/tgn/7008384,http://pleiades.stoa.org/places/246433,Elne,"Languedoc-Roussillon, France, Europe, World"
http://vocab.getty.edu/tgn/7008405,http://pleiades.stoa.org/places/432992,Oplonti,"Napoli, Campania, Italia, Europe, World"
http://vocab.getty.edu/tgn/7008406,http://pleiades.stoa.org/places/423108,Tusculum,"Roma, Lazio, Italia, Europe, World"
http://vocab.getty.edu/tgn/7008410,http://pleiades.stoa.org/places/138203,Limoges,"Limousin, France, Europe, World"
http://vocab.getty.edu/tgn/7008417,http://pleiades.stoa.org/places/109112,Liffol-le-Grand,"Lorraine, France, Europe, World"
http://vocab.getty.edu/tgn/7008418,http://pleiades.stoa.org/places/108927,Metz,"Lorraine, France, Europe, World"
http://vocab.getty.edu/tgn/7008423,http://pleiades.stoa.org/places/138579,Rodez,"Midi-Pyrénées, France, Europe, World"
http://vocab.getty.edu/tgn/7008441,http://pleiades.stoa.org/places/246694,Tolosa,"Midi-Pyrénées, France, Europe, World"
http://vocab.getty.edu/tgn/7008447,http://pleiades.stoa.org/places/246155,Albi,"Midi-Pyrénées, France, Europe, World"
http://vocab.getty.edu/tgn/7008456,http://pleiades.stoa.org/places/108850,Cambray,"Nord-Pas-de-Calais, France, Europe, World"
http://vocab.getty.edu/tgn/7008468,http://pleiades.stoa.org/places/109194,Arras,"Nord-Pas-de-Calais, France, Europe, World"
http://vocab.getty.edu/tgn/7008478,http://pleiades.stoa.org/places/109366,Thérouanne,"Nord-Pas-de-Calais, France, Europe, World"
http://vocab.getty.edu/tgn/7008480,http://pleiades.stoa.org/places/138400,Angers,"Pays de la Loire, France, Europe, World"
http://vocab.getty.edu/tgn/7008482,http://pleiades.stoa.org/places/138298,Nantes,"Pays de la Loire, France, Europe, World"
http://vocab.getty.edu/tgn/7008532,http://pleiades.stoa.org/places/79601,Mona,"Wales, United Kingdom, Europe, World"
http://vocab.getty.edu/tgn/7008546,http://pleiades.stoa.org/places/383664,Genova,"Genova, Liguria, Italia, Europe, World"
http://vocab.getty.edu/tgn/7008552,http://pleiades.stoa.org/places/413127,Falerone,"Ascoli Piceno, Marche, Italia, Europe, World"
http://vocab.getty.edu/tgn/7008559,http://pleiades.stoa.org/places/266021,Sagunto,"Valencia, Comunidad Valenciana, España, Europe, World"
http://vocab.getty.edu/tgn/7008561,http://pleiades.stoa.org/places/236642,Salamanca,"Salamanca, Castilla y León, España, Europe, World"
http://vocab.getty.edu/tgn/7008565,http://pleiades.stoa.org/places/138392,Angoulême,"Poitou-Charentes, France, Europe, World"
http://vocab.getty.edu/tgn/7008577,http://pleiades.stoa.org/places/138200,Aulnay,"Poitou-Charentes, France, Europe, World"
http://vocab.getty.edu/tgn/7008586,http://pleiades.stoa.org/places/138458,Saintes,"Poitou-Charentes, France, Europe, World"
http://vocab.getty.edu/tgn/7008589,http://pleiades.stoa.org/places/167719,Vienna,"Rhône-Alpes, France, Europe, World"
http://vocab.getty.edu/tgn/7008599,http://pleiades.stoa.org/places/138351,Civaux,"Poitou-Charentes, France, Europe, World"
http://vocab.getty.edu/tgn/7008616,http://pleiades.stoa.org/places/167650,Aix-les-Bains,"Rhône-Alpes, France, Europe, World"
http://vocab.getty.edu/tgn/7008661,http://pleiades.stoa.org/places/236658,Segovia,"Segovia, Castilla y León, España, Europe, World"
http://vocab.getty.edu/tgn/7008672,http://pleiades.stoa.org/places/246379,Auch,"Midi-Pyrénées, France, Europe, World"
http://vocab.getty.edu/tgn/7008676,http://pleiades.stoa.org/places/256210,Sevilla,"Sevilla, Andalucía, España, Europe, World"
http://vocab.getty.edu/tgn/7008715,http://pleiades.stoa.org/places/246349,Tarragona,"Tarragona, Cataluña, España, Europe, World"
http://vocab.getty.edu/tgn/7008715,http://pleiades.stoa.org/places/246452,Tarragona,"Tarragona, Cataluña, España, Europe, World"
http://vocab.getty.edu/tgn/7008719,http://pleiades.stoa.org/places/266066,Toledo,"Toledo, Castilla-La Mancha, España, Europe, World"
http://vocab.getty.edu/tgn/7008742,http://pleiades.stoa.org/places/79706,Cardiff,"Cardiff, Wales, United Kingdom, Europe, World"
http://vocab.getty.edu/tgn/7008749,http://pleiades.stoa.org/places/246369,Tortosa,"Tarragona, Cataluña, España, Europe, World"
http://vocab.getty.edu/tgn/7008757,http://pleiades.stoa.org/places/167718,Valence,"Rhône-Alpes, France, Europe, World"
http://vocab.getty.edu/tgn/7008759,http://pleiades.stoa.org/places/167734,Grenoble,"Rhône-Alpes, France, Europe, World"
http://vocab.getty.edu/tgn/7008764,http://pleiades.stoa.org/places/167663,Aime,"Rhône-Alpes, France, Europe, World"
http://vocab.getty.edu/tgn/7008769,http://pleiades.stoa.org/places/266090,Valencia,"Valencia, Comunidad Valenciana, España, Europe, World"
http://vocab.getty.edu/tgn/7008772,http://pleiades.stoa.org/places/167717,Lyons,"Rhône-Alpes, France, Europe, World"
http://vocab.getty.edu/tgn/7008773,http://pleiades.stoa.org/places/157894,Nice,"Provence-Alpes-Côte d'Azur, France, Europe, World"
http://vocab.getty.edu/tgn/7008775,http://pleiades.stoa.org/places/148217,Arles,"Provence-Alpes-Côte d'Azur, France, Europe, World"
http://vocab.getty.edu/tgn/7008781,http://pleiades.stoa.org/places/148127,Marseille,"Provence-Alpes-Côte d'Azur, France, Europe, World"
http://vocab.getty.edu/tgn/7008786,http://pleiades.stoa.org/places/246212,Vic,"Barcelona, Cataluña, España, Europe, World"
http://vocab.getty.edu/tgn/7008787,http://pleiades.stoa.org/places/236716,Vigo,"Pontevedra, Galicia, España, Europe, World"
http://vocab.getty.edu/tgn/7008790,http://pleiades.stoa.org/places/167750,Embrun,"Provence-Alpes-Côte d'Azur, France, Europe, World"
http://vocab.getty.edu/tgn/7008791,http://pleiades.stoa.org/places/157836,Fréjus,"Provence-Alpes-Côte d'Azur, France, Europe, World"
http://vocab.getty.edu/tgn/7008799,http://pleiades.stoa.org/places/148004,Avio,"Provence-Alpes-Côte d'Azur, France, Europe, World"
http://vocab.getty.edu/tgn/7008801,http://pleiades.stoa.org/places/148036,Carpentras,"Provence-Alpes-Côte d'Azur, France, Europe, World"
http://vocab.getty.edu/tgn/7008803,http://pleiades.stoa.org/places/148054,Orange,"Provence-Alpes-Côte d'Azur, France, Europe, World"
http://vocab.getty.edu/tgn/7008811,http://pleiades.stoa.org/places/246740,Vitoria-Gasteiz,"Álava, País Vasco, España, Europe, World"
http://vocab.getty.edu/tgn/7008813,http://pleiades.stoa.org/places/246344,Zaragoza,"Zaragoza, Aragón, España, Europe, World"
http://vocab.getty.edu/tgn/7008813,http://pleiades.stoa.org/places/246607,Zaragoza,"Zaragoza, Aragón, España, Europe, World"
http://vocab.getty.edu/tgn/7008816,http://pleiades.stoa.org/places/147985,Agatha,"Languedoc-Roussillon, France, Europe, World"
http://vocab.getty.edu/tgn/7008824,http://pleiades.stoa.org/places/79678,Caernarfon,"Gwynedd, Wales, United Kingdom, Europe, World"
http://vocab.getty.edu/tgn/7008829,http://pleiades.stoa.org/places/109178,Mariemont,"Hainaut, Province de, Wallonne, Région, België, Europe, World"
http://vocab.getty.edu/tgn/7008838,http://pleiades.stoa.org/places/79602,Carmarthen,"Carmarthenshire, Wales, United Kingdom, Europe, World"
http://vocab.getty.edu/tgn/7008876,http://pleiades.stoa.org/places/413200,Bevagna,"Perugia, Umbria, Italia, Europe, World"
http://vocab.getty.edu/tgn/7008883,http://pleiades.stoa.org/places/452411,Policastro,"Salerno, Campania, Italia, Europe, World"
http://vocab.getty.edu/tgn/7008924,http://pleiades.stoa.org/places/109153,Évreux,"Haute-Normandie, France, Europe, World"
http://vocab.getty.edu/tgn/7008929,http://pleiades.stoa.org/places/109287,Rouen,"Haute-Normandie, France, Europe, World"
http://vocab.getty.edu/tgn/7008984,http://pleiades.stoa.org/places/109335,Bar,"Champagne-Ardenne, France, Europe, World"
http://vocab.getty.edu/tgn/7008992,http://pleiades.stoa.org/places/167691,Briançon,"Provence-Alpes-Côte d'Azur, France, Europe, World"
http://vocab.getty.edu/tgn/7009023,http://pleiades.stoa.org/places/138459,Châteaumeillant,"Centre, France, Europe, World"
http://vocab.getty.edu/tgn/7009082,http://pleiades.stoa.org/places/413013,Amiternum,"L'Aquila, Abruzzi, Italia, Europe, World"
http://vocab.getty.edu/tgn/7009088,http://pleiades.stoa.org/places/432658,Alife,"Caserta, Campania, Italia, Europe, World"
http://vocab.getty.edu/tgn/7009090,http://pleiades.stoa.org/places/442523,Canne,"Bari, Puglia, Italia, Europe, World"
http://vocab.getty.edu/tgn/7009104,http://pleiades.stoa.org/places/423116,Vejo,"Isola Farnese, Roma, Roma, Lazio, Italia, Europe, World"
http://vocab.getty.edu/tgn/7009108,http://pleiades.stoa.org/places/423117,Velletri,"Roma, Lazio, Italia, Europe, World"
http://vocab.getty.edu/tgn/7009120,http://pleiades.stoa.org/places/236512,León,"León, Castilla y León, España, Europe, World"
http://vocab.getty.edu/tgn/7009141,http://pleiades.stoa.org/places/167716,Die,"Rhône-Alpes, France, Europe, World"
http://vocab.getty.edu/tgn/7009152,http://pleiades.stoa.org/places/157811,Draguignan,"Provence-Alpes-Côte d'Azur, France, Europe, World"
http://vocab.getty.edu/tgn/7009166,http://pleiades.stoa.org/places/108970,Étaples,"Nord-Pas-de-Calais, France, Europe, World"
http://vocab.getty.edu/tgn/7009229,http://pleiades.stoa.org/places/69484,Harfleur,"Haute-Normandie, France, Europe, World"
http://vocab.getty.edu/tgn/7009317,http://pleiades.stoa.org/places/109128,Lyons-la-Forêt,"Haute-Normandie, France, Europe, World"
http://vocab.getty.edu/tgn/7009331,http://pleiades.stoa.org/places/109148,Maubeuge,"Nord-Pas-de-Calais, France, Europe, World"
http://vocab.getty.edu/tgn/7009341,http://pleiades.stoa.org/places/148133,Mèze,"Languedoc-Roussillon, France, Europe, World"
http://vocab.getty.edu/tgn/7009394,http://pleiades.stoa.org/places/217027,Adamclisi,"Constanţa, România, Europe, World"
http://vocab.getty.edu/tgn/7009406,http://pleiades.stoa.org/places/138497,Niort,"Poitou-Charentes, France, Europe, World"
http://vocab.getty.edu/tgn/7009472,http://pleiades.stoa.org/places/167885,Roanne,"Rhône-Alpes, France, Europe, World"
http://vocab.getty.edu/tgn/7009490,http://pleiades.stoa.org/places/246679,Tarbes,"Midi-Pyrénées, France, Europe, World"
http://vocab.getty.edu/tgn/7009506,http://pleiades.stoa.org/places/109396,Toul,"Lorraine, France, Europe, World"
http://vocab.getty.edu/tgn/7009565,http://pleiades.stoa.org/places/383715,Modenese,"Modena, Emilia-Romagna, Italia, Europe, World"
http://vocab.getty.edu/tgn/7009675,http://pleiades.stoa.org/places/69538,Sées,"Basse-Normandie, France, Europe, World"
http://vocab.getty.edu/tgn/7009697,http://pleiades.stoa.org/places/422930,Fregene,"Roma, Lazio, Italia, Europe, World"
http://vocab.getty.edu/tgn/7009712,http://pleiades.stoa.org/places/138323,Vannes,"Bretagne, France, Europe, World"
http://vocab.getty.edu/tgn/7009724,http://pleiades.stoa.org/places/138186,Vichy,"Auvergne, France, Europe, World"
http://vocab.getty.edu/tgn/7009877,http://pleiades.stoa.org/places/413179,Teramo,"Teramo, Abruzzi, Italia, Europe, World"
http://vocab.getty.edu/tgn/7009925,http://pleiades.stoa.org/places/265884,Ibiza,"Illes Balears, Islas Baleares, Comunidad Autónoma de las, España, Europe, World"
http://vocab.getty.edu/tgn/7009927,http://pleiades.stoa.org/places/433122,Sinuessa,"Mondragone, Caserta, Campania, Italia, Europe, World"
http://vocab.getty.edu/tgn/7009977,http://pleiades.stoa.org/places/207439,Sophia,"Sofiya-Grad, Bǎlgarija, Europe, World"
http://vocab.getty.edu/tgn/7010008,http://pleiades.stoa.org/places/89152,Corbridge,"Northumberland, England, United Kingdom, Europe, World"
http://vocab.getty.edu/tgn/7010011,http://pleiades.stoa.org/places/403235,Luna,"La Spezia, Liguria, Italia, Europe, World"
http://vocab.getty.edu/tgn/7010089,http://pleiades.stoa.org/places/89097,Maryport,"Cumbria, England, United Kingdom, Europe, World"
http://vocab.getty.edu/tgn/7010092,http://pleiades.stoa.org/places/442658,Metaponto,"Matera, Basilicata, Italia, Europe, World"
http://vocab.getty.edu/tgn/7010095,http://pleiades.stoa.org/places/432940,Minturno,"Latina, Lazio, Italia, Europe, World"
http://vocab.getty.edu/tgn/7010130,http://pleiades.stoa.org/places/432941,Miseno,"Napoli, Campania, Italia, Europe, World"
http://vocab.getty.edu/tgn/7010236,http://pleiades.stoa.org/places/226546,Olbia,"Mykolayivs'ka Oblast', Ukraina, Europe, World"
http://vocab.getty.edu/tgn/7010245,http://pleiades.stoa.org/places/413328,Sutri,"Viterbo, Lazio, Italia, Europe, World"
http://vocab.getty.edu/tgn/7010279,http://pleiades.stoa.org/places/89191,Ambleside,"Cumbria, England, United Kingdom, Europe, World"
http://vocab.getty.edu/tgn/7010281,http://pleiades.stoa.org/places/89234,Carlisle,"Cumbria, England, United Kingdom, Europe, World"
http://vocab.getty.edu/tgn/7010365,http://pleiades.stoa.org/places/462497,Solunto,"Palermo, Sicilia, Italia, Europe, World"
http://vocab.getty.edu/tgn/7010365,http://pleiades.stoa.org/places/462498,Solunto,"Palermo, Sicilia, Italia, Europe, World"
http://vocab.getty.edu/tgn/7010375,http://pleiades.stoa.org/places/413045,Osimo,"Ancona, Marche, Italia, Europe, World"
http://vocab.getty.edu/tgn/7010382,http://pleiades.stoa.org/places/432911,Liternum,"Napoli, Campania, Italia, Europe, World"
http://vocab.getty.edu/tgn/7010390,http://pleiades.stoa.org/places/422960,Pratica,"Roma, Lazio, Italia, Europe, World"
http://vocab.getty.edu/tgn/7010392,http://pleiades.stoa.org/places/432648,Ischia,"Napoli, Campania, Italia, Europe, World"
http://vocab.getty.edu/tgn/7010393,http://pleiades.stoa.org/places/89222,Lancaster,"Lancashire, England, United Kingdom, Europe, World"
http://vocab.getty.edu/tgn/7010398,http://pleiades.stoa.org/places/422909,Cora,"Latina, Lazio, Italia, Europe, World"
http://vocab.getty.edu/tgn/7010405,http://pleiades.stoa.org/places/423072,Segni,"Roma, Lazio, Italia, Europe, World"
http://vocab.getty.edu/tgn/7010444,http://pleiades.stoa.org/places/89205,Ilkley,"Bradford, West Yorkshire, England, United Kingdom, Europe, World"
http://vocab.getty.edu/tgn/7010470,http://pleiades.stoa.org/places/197323,Dunaújváros,"Fejér, Magyarország, Europe, World"
http://vocab.getty.edu/tgn/7010506,http://pleiades.stoa.org/places/197523,Pécs,"Baranya, Magyarország, Europe, World"
http://vocab.getty.edu/tgn/7010519,http://pleiades.stoa.org/places/197564,Szentendre,"Pest, Magyarország, Europe, World"
http://vocab.getty.edu/tgn/7010521,http://pleiades.stoa.org/places/197498,Sarabia,"Vas, Magyarország, Europe, World"
http://vocab.getty.edu/tgn/7010546,http://pleiades.stoa.org/places/197556,Pest,"Budapest, Budapest, Magyarország, Europe, World"
http://vocab.getty.edu/tgn/7010547,http://pleiades.stoa.org/places/197130,Buda,"Budapest, Budapest, Magyarország, Europe, World"
http://vocab.getty.edu/tgn/7010562,http://pleiades.stoa.org/places/108774,Saint-Quentin,"Picardie, France, Europe, World"
http://vocab.getty.edu/tgn/7010563,http://pleiades.stoa.org/places/108772,Soissons,"Picardie, France, Europe, World"
http://vocab.getty.edu/tgn/7010563,http://pleiades.stoa.org/places/109216,Soissons,"Picardie, France, Europe, World"
http://vocab.getty.edu/tgn/7010570,http://pleiades.stoa.org/places/108844,Beauvais,"Picardie, France, Europe, World"
http://vocab.getty.edu/tgn/7010581,http://pleiades.stoa.org/places/109247,Pierrefonds,"Picardie, France, Europe, World"
http://vocab.getty.edu/tgn/7010586,http://pleiades.stoa.org/places/108776,Senlis,"Picardie, France, Europe, World"
http://vocab.getty.edu/tgn/7010588,http://pleiades.stoa.org/places/109321,Amiens,"Picardie, France, Europe, World"
http://vocab.getty.edu/tgn/7010600,http://pleiades.stoa.org/places/256151,Évora,"Évora, Portugal, Europe, World"
http://vocab.getty.edu/tgn/7010649,http://pleiades.stoa.org/places/206975,Vidin,"Vidin, Bǎlgarija, Europe, World"
http://vocab.getty.edu/tgn/7010656,http://pleiades.stoa.org/places/216800,Silistra,"Silistra, Bǎlgarija, Europe, World"
http://vocab.getty.edu/tgn/7010662,http://pleiades.stoa.org/places/216904,Varna,"Varna, Bǎlgarija, Europe, World"
http://vocab.getty.edu/tgn/7010664,http://pleiades.stoa.org/places/216706,Sozopol,"Burgas, Bǎlgarija, Europe, World"
http://vocab.getty.edu/tgn/7010666,http://pleiades.stoa.org/places/216927,Plovdiv,"Plovdiv, Bǎlgarija, Europe, World"
http://vocab.getty.edu/tgn/7010668,http://pleiades.stoa.org/places/216992,Pleven,"Pleven, Bǎlgarija, Europe, World"
http://vocab.getty.edu/tgn/7010696,http://pleiades.stoa.org/places/79412,Doncaster,"Doncaster, South Yorkshire, England, United Kingdom, Europe, World"
http://vocab.getty.edu/tgn/7010710,http://pleiades.stoa.org/places/216859,Kabyle,"Yambol, Bǎlgarija, Europe, World"
http://vocab.getty.edu/tgn/7010713,http://pleiades.stoa.org/places/530771,Akri,"Aitolía kai Akarnanía, Sterea Ellás-Évvoia, Ellás, Europe, World"
http://vocab.getty.edu/tgn/7010715,http://pleiades.stoa.org/places/570049,Aíyion,"Achaḯa, Pelopónnisos, Ellás, Europe, World"
http://vocab.getty.edu/tgn/7010717,http://pleiades.stoa.org/places/599484,Amorgos,"Kikládhes, Nísoi Aiyaíou, Ellás, Europe, World"
http://vocab.getty.edu/tgn/7010719,http://pleiades.stoa.org/places/589693,Kástron,"Ándros, Nísos, Kikládhes, Nísoi Aiyaíou, Ellás, Europe, World"
http://vocab.getty.edu/tgn/7010720,http://pleiades.stoa.org/places/570106,Argos,"Argolís, Pelopónnisos, Ellás, Europe, World"
http://vocab.getty.edu/tgn/7010721,http://pleiades.stoa.org/places/530794,Árta,"Árta, Ípiros, Ellás, Europe, World"
http://vocab.getty.edu/tgn/7010722,http://pleiades.stoa.org/places/599535,Astipálaia,"Astypálaia, Nísos, Dodekánisos, Nísoi Aiyaíou, Ellás, Europe, World"
http://vocab.getty.edu/tgn/7010734,http://pleiades.stoa.org/places/570182,Kórinthos,"Kórinthos, Pelopónnisos, Ellás, Europe, World"
http://vocab.getty.edu/tgn/7010735,http://pleiades.stoa.org/places/491546,Berea,"Imathía, Makedhonía, Ellás, Europe, World"
http://vocab.getty.edu/tgn/7010736,http://pleiades.stoa.org/places/530824,Butrint,"Vlorë, Shqipëria, Europe, World"
http://vocab.getty.edu/tgn/7010744,http://pleiades.stoa.org/places/481750,Vlorë,"Vlorë, Shqipëria, Europe, World"
http://vocab.getty.edu/tgn/7010750,http://pleiades.stoa.org/places/481818,Durrës,"Durrës, Shqipëria, Europe, World"
http://vocab.getty.edu/tgn/7010760,http://pleiades.stoa.org/places/481896,Alesia,"Lezhë, Shqipëria, Europe, World"
http://vocab.getty.edu/tgn/7010761,http://pleiades.stoa.org/places/481982,Elbasan,"Elbasan, Shqipëria, Europe, World"
http://vocab.getty.edu/tgn/7010770,http://pleiades.stoa.org/places/540726,Delphi,"Fokís, Sterea Ellás-Évvoia, Ellás, Europe, World"
http://vocab.getty.edu/tgn/7010771,http://pleiades.stoa.org/places/540730,Demetrias,"Magnisía, Thessalía, Ellás, Europe, World"
http://vocab.getty.edu/tgn/7010786,http://pleiades.stoa.org/places/148053,Aix-en-Provence,"Provence-Alpes-Côte d'Azur, France, Europe, World"
http://vocab.getty.edu/tgn/7010787,http://pleiades.stoa.org/places/413201,Galeata,"Forlì-Cesena, Emilia-Romagna, Italia, Europe, World"
http://vocab.getty.edu/tgn/7010788,http://pleiades.stoa.org/places/589987,Faistós,"Iráklion, Kríti, Ellás, Europe, World"
http://vocab.getty.edu/tgn/7010797,http://pleiades.stoa.org/places/541042,Fársala,"Magnisía, Thessalía, Ellás, Europe, World"
http://vocab.getty.edu/tgn/7010799,http://pleiades.stoa.org/places/580079,Filí,"Attikí, Sterea Ellás-Évvoia, Ellás, Europe, World"
http://vocab.getty.edu/tgn/7010808,http://pleiades.stoa.org/places/540704,Galaxídhion,"Fokís, Sterea Ellás-Évvoia, Ellás, Europe, World"
http://vocab.getty.edu/tgn/7010811,http://pleiades.stoa.org/places/589796,Górtys,"Iráklion, Kríti, Ellás, Europe, World"
http://vocab.getty.edu/tgn/7010812,http://pleiades.stoa.org/places/589796,Gortys,"Arkadhía, Pelopónnisos, Ellás, Europe, World"
http://vocab.getty.edu/tgn/7010814,http://pleiades.stoa.org/places/236321,Coimbra,"Coimbra, Portugal, Europe, World"
http://vocab.getty.edu/tgn/7010825,http://pleiades.stoa.org/places/579959,Ilissos,"Attikí, Sterea Ellás-Évvoia, Ellás, Europe, World"
